"x"
"1" 2.52844526004448
"2" -1.7867422506587
"3" -0.903498628320255
"4" -0.903077463231304
"5" -0.772303072883134
"6" -1.0756309262605
"7" -1.88523399286178
"8" -3.00183536343484
"9" -2.80999202261793
"10" -3.18681493986667
"11" -2.84766472207767
"12" 0.331000134971435
"13" 1.49059248577117
"14" -1.65341658445345
"15" 0.500717322858397
"16" -0.0583288798960826
"17" -1.52514750892665
"18" -3.03668723522875
"19" -1.48180055031997
"20" -6.85830625258944
"21" -2.68304689724162
"22" 2.21476135690435
"23" 2.37942238136328
"24" 1.03541517434222
"25" 2.3474538989272
"26" 2.43941814221658
